,OUTSTANDING_BALANCE_0,OUTSTANDING_BALANCE_100,OUTSTANDING_BALANCE_1000,OUTSTANDING_BALANCE_10000,OUTSTANDING_INVENTORY_0,OUTSTANDING_INVENTORY_100,OUTSTANDING_INVENTORY_1000,OUTSTANDING_INVENTORY_10000
2017-05-12 09:30:00.100,10000,10000,10000,10000,0,0,0,0
2017-05-12 09:31:01.900,20000,,,,-581.3953488372093,,,
2017-05-12 09:31:02.900,,,20000,,,,-581.3953488372093,
2017-05-12 09:31:03.900,9912.790697674418,,,,0,,,
2017-05-12 09:31:04.900,0,,9912.790697674418,,571.3424033241739,,0,
2017-05-12 09:31:05.900,9827.08933717579,,0,,0,,571.3424033241739,
2017-05-12 09:31:06.900,19654.17867435158,,9827.08933717579,,-571.3424033241739,,0,
2017-05-12 09:31:07.900,,,19654.17867435158,,,,-571.3424033241739,
2017-05-12 09:31:08.900,,,,,,,,
2017-05-12 09:31:09.900,,,,,,,,
2017-05-12 09:31:10.900,,,,,,,,
2017-05-12 09:31:11.900,,,,20000,,,,-581.3953488372093
2017-05-12 09:31:12.900,,,,,,,,
2017-05-12 09:31:13.900,,,,9912.790697674418,,,,0
2017-05-12 09:31:14.900,,,,0,,,,571.3424033241739
2017-05-12 09:31:15.900,,,,9827.08933717579,,,,0
2017-05-12 09:31:16.900,,,,19654.17867435158,,,,-571.3424033241739
2017-05-12 09:31:17.900,,,,,,,,
2017-05-12 09:31:18.900,,,,,,,,
2017-05-12 09:31:19.900,,,,,,,,
2017-05-12 09:31:20.900,,,,,,,,
2017-05-12 09:31:21.900,,,,,,,,
2017-05-12 09:31:22.900,,,,,,,,
2017-05-12 09:31:23.900,,,,,,,,
2017-05-12 09:31:24.900,,,,,,,,
2017-05-12 09:31:25.900,,,,,,,,
2017-05-12 09:31:26.900,,,,,,,,
2017-05-12 09:31:27.900,,,,,,,,
2017-05-12 09:31:28.900,,,,,,,,
2017-05-12 09:31:29.900,,,,,,,,
2017-05-12 09:31:30.900,,,,,,,,
2017-05-12 09:31:31.900,,,,,,,,
2017-05-12 09:31:32.900,,,,,,,,
2017-05-12 09:31:33.900,,,,,,,,
2017-05-12 09:31:34.900,,,,,,,,
2017-05-12 09:32:21.900,9769.95509684337,,,,0,,,
2017-05-12 09:32:22.900,0,,9769.95509684337,,564.7372888348768,,0,
2017-05-12 09:32:23.900,,,0,,,,564.7372888348768,
2017-05-12 09:32:24.900,,,,,,,,
2017-05-12 09:32:25.900,,,,,,,,
2017-05-12 09:32:26.900,,,,,,,,
2017-05-12 09:32:27.900,,,,,,,,
2017-05-12 09:32:28.900,,,,,,,,
2017-05-12 09:32:29.900,,,,,,,,
2017-05-12 09:32:30.900,,,,,,,,
2017-05-12 09:32:31.900,,,,9769.95509684337,,,,0
2017-05-12 09:32:32.900,,,,0,,,,564.7372888348768
2017-05-12 09:32:33.900,,,,,,,,
2017-05-12 09:32:34.900,,,,,,,,
2017-05-12 09:32:35.900,,,,,,,,
