,OUTSTANDING_BALANCE_0,OUTSTANDING_BALANCE_100,OUTSTANDING_BALANCE_1000,OUTSTANDING_BALANCE_10000,OUTSTANDING_INVENTORY_0,OUTSTANDING_INVENTORY_100,OUTSTANDING_INVENTORY_1000,OUTSTANDING_INVENTORY_10000
2017-05-04 09:30:00.100,10000,10000,10000,10000,0,0,0,0
2017-05-04 09:31:01.900,20000,,,,-621.1180124223602,,,
2017-05-04 09:31:02.900,,,20000,,,,-621.1180124223602,
2017-05-04 09:31:03.900,,,,,,,,
2017-05-04 09:31:04.900,,,,,,,,
2017-05-04 09:31:05.900,,,,,,,,
2017-05-04 09:31:06.900,9937.888198757766,,,,0,,,
2017-05-04 09:31:07.900,0,,9937.888198757766,,613.4498888122079,,0,
2017-05-04 09:31:08.900,,,0,,,,613.4498888122079,
2017-05-04 09:31:09.900,,,,,,,,
2017-05-04 09:31:10.900,,,,,,,,
2017-05-04 09:31:11.900,,,,20000,,,,-621.1180124223602
2017-05-04 09:31:12.900,,,,,,,,
2017-05-04 09:31:13.900,,,,,,,,
2017-05-04 09:31:14.900,,,,,,,,
2017-05-04 09:31:15.900,,,,,,,,
2017-05-04 09:31:16.900,,,,9906.832298136647,,,,0
2017-05-04 09:31:17.900,,,,0,,,,611.5328579096696
2017-05-04 09:31:18.900,,,,,,,,
2017-05-04 09:31:19.900,,,,,,,,
2017-05-04 09:31:20.900,,,,,,,,
2017-05-04 09:31:21.900,,,,,,,,
2017-05-04 09:31:22.900,,,,,,,,
2017-05-04 09:31:23.900,,,,,,,,
2017-05-04 09:31:24.900,,,,,,,,
2017-05-04 09:31:25.900,,,,,,,,
2017-05-04 09:31:26.900,,,,,,,,
2017-05-04 09:31:27.900,,,,,,,,
2017-05-04 09:31:28.900,,,,,,,,
2017-05-04 09:31:29.900,,,,,,,,
2017-05-04 09:31:30.900,,,,,,,,
2017-05-04 09:31:31.900,,,,,,,,
2017-05-04 09:31:32.900,,,,,,,,
2017-05-04 09:31:33.900,,,,,,,,
2017-05-04 09:31:47.900,,,,,,,,
2017-05-04 09:31:48.900,,,,,,,,
2017-05-04 09:31:49.900,,,,,,,,
2017-05-04 09:31:50.900,9876.543209876547,,,,0,,,
